date,stock,strike,option_type,option_symbol,entry_time,entry_spot,entry_premium,exit_time,exit_spot,exit_premium,exit_reason,option_pnl_pct,option_pnl_amount,stock_pnl_pct,max_profit_pct,max_loss_pct
2025-12-10,ADANIPORTS,1500,CE,ADANIPORTS 1500 CE 27 JAN 26,2025-12-10 09:35:00+00:00,1512.7,56.0,2025-12-10 15:29:00+00:00,1497.1,51.1,Time Stop (15:30PM),-8.749999999999998,-2327.4999999999995,-1.031268592582808,14.464285714285705,-11.607142857142858
2025-12-11,ADANIPORTS,1500,CE,ADANIPORTS 1500 CE 27 JAN 26,2025-12-11 09:42:00+00:00,1511.0,55.0,2025-12-11 15:29:00+00:00,1503.9,57.05,Time Stop (15:30PM),3.727272727272722,973.7499999999986,-0.4698874917273269,9.090909090909092,-9.090909090909092
2025-12-02,ASHOKLEY,180,CE,ASHOKLEY 180 CE 27 JAN 26,2025-12-02 09:37:00+00:00,164.1,1.24,2025-12-02 15:29:00+00:00,159.99,1.03,Time Stop (15:30PM),-16.935483870967737,-1049.9999999999998,-2.5045703839122395,0.0,-19.35483870967742
2025-12-03,ASHOKLEY,180,CE,ASHOKLEY 180 CE 27 JAN 26,2025-12-03 09:39:00+00:00,161.48,1.3,2025-12-03 14:18:00+00:00,162.03,0.46,Stop (-40%),-64.61538461538461,-4200.0,0.340599455040879,0.0,-64.61538461538461
2025-12-12,ASHOKLEY,180,CE,ASHOKLEY 180 CE 27 JAN 26,2025-12-12 09:46:00+00:00,163.33,1.15,2025-12-12 15:29:00+00:00,163.8,1.07,Time Stop (15:30PM),-6.956521739130422,-399.99999999999926,0.28776097471376894,0.8695652173913052,-18.260869565217387
2025-12-02,ASIANPAINT,2900,CE,ASIANPAINT 2900 CE 30 DEC 25,2025-12-02 09:30:00+00:00,2909.8,69.6,2025-12-02 15:29:00+00:00,2958.0,103.5,Time Stop (15:30PM),48.70689655172415,8475.000000000002,1.656471235136429,48.70689655172415,-16.235632183908045
2025-12-03,ASIANPAINT,3000,PE,ASIANPAINT 3000 PE 27 JAN 26,2025-12-03 12:44:00+00:00,2948.4,94.9,2025-12-03 15:29:00+00:00,2946.9,94.9,Time Stop (15:30PM),0.0,0.0,-0.05087505087505087,0.0,0.0
2025-12-04,ASIANPAINT,3000,CE,ASIANPAINT 3000 CE 27 JAN 26,2025-12-04 09:30:00+00:00,2965.8,79.0,2025-12-04 15:29:00+00:00,2955.0,74.0,Time Stop (15:30PM),-6.329113924050633,-1250.0,-0.3641513251062169,10.126582278481013,-9.620253164556955
2025-12-09,ASIANPAINT,2900,PE,ASIANPAINT 2900 PE 30 DEC 25,2025-12-09 09:30:00+00:00,2825.9,87.2,2025-12-09 15:29:00+00:00,2793.7,113.45,Time Stop (15:30PM),30.103211009174313,6562.5,-1.1394599950458357,31.880733944954127,-0.17201834862385973
2025-12-02,BHARTIARTL,2100,CE,BHARTIARTL 2100 CE 27 JAN 26,2025-12-02 09:30:00+00:00,2109.1,73.0,2025-12-02 15:29:00+00:00,2107.8,71.5,Time Stop (15:30PM),-2.054794520547945,-712.5,-0.06163766535487778,1.36986301369863,-7.8082191780821955
